bodyPart,kor_bodyPart,equipment,kor_equipment,gifUrl,id,name,kor_name,target,kor_target
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0393.gif,393,dumbbell seated inner biceps curl,덤벨 시트 이너 비셉스 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0394.gif,394,dumbbell seated kickback,덤벨 시트 킥백,triceps,삼두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0396.gif,396,dumbbell seated lateral raise,덤벨 시트 라테랄 라이즈,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0395.gif,395,dumbbell seated lateral raise v. 2,덤벨 시트 라테랄 라이즈 브이. 2,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0397.gif,397,dumbbell seated neutral wrist curl,덤벨 시트 뉴트럴 리스트 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1679.gif,1679,dumbbell seated one arm bicep curl on exercise ball with leg raised,덤벨 시트 원 암 비셉 컬 온 엑서사이즈 볼 위드 레그 라즈,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0398.gif,398,dumbbell seated one arm kickback,덤벨 시트 원 암 킥백,triceps,삼두근
lower arms,팔 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0399.gif,399,dumbbell seated one arm rotate,덤벨 시트 원 암 로테이트,forearms,팔뚝
lower legs,다리 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0400.gif,400,dumbbell seated one leg calf raise,덤벨 시트 원 레그 칼프 라이즈,calves,종아리
lower legs,다리 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1380.gif,1380,dumbbell seated one leg calf raise - hammer grip,덤벨 시트 원 레그 칼프 라이즈 해머 그립,calves,종아리
lower legs,다리 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1381.gif,1381,dumbbell seated one leg calf raise - palm up,덤벨 시트 원 레그 칼프 라이즈 팜 업,calves,종아리
lower arms,팔 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0401.gif,401,dumbbell seated palms up wrist curl,덤벨 시트 팜스 업 리스트 컬,forearms,팔뚝
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0402.gif,402,dumbbell seated preacher curl,덤벨 시트 프리처 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0403.gif,403,dumbbell seated revers grip concentration curl,덤벨 시트 리버스 그립 콘센트레이션 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1738.gif,1738,dumbbell seated reverse grip one arm overhead tricep extension,덤벨 시트 리버스 그립 원 암 오버헤드 트라이셉 익스텐션,triceps,삼두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0405.gif,405,dumbbell seated shoulder press,덤벨 시트 숄더 프레스,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0404.gif,404,dumbbell seated shoulder press (parallel grip),덤벨 시트 숄더 프레스 (패럴렐 그립),delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2188.gif,2188,dumbbell seated triceps extension,덤벨 시트 트리셉스 익스텐션,triceps,삼두근
back,등,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0406.gif,406,dumbbell shrug,덤벨 슈러그,traps,승모근
waist,허리,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0407.gif,407,dumbbell side bend,덤벨 사이드 벤드,abs,복근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0408.gif,408,dumbbell side lying one hand raise,덤벨 사이드 라잉 원 핸드 라이즈,delts,삼각근
back,등,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/3664.gif,3664,dumbbell side plank with rear fly,덤벨 사이드 플랑크 위드 리어 플라이,upper back,등 상부
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/3548.gif,3548,dumbbell single arm overhead carry,덤벨 싱글 암 오버헤드 캐리,delts,삼각근
lower legs,다리 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0409.gif,409,dumbbell single leg calf raise,덤벨 싱글 레그 칼프 라이즈,calves,종아리
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1757.gif,1757,dumbbell single leg deadlift,덤벨 싱글 레그 데드리프트,glutes,둔근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2805.gif,2805,dumbbell single leg deadlift with stepbox support,덤벨 싱글 레그 데드리프트 위드 스텝박스 서포트,glutes,둔근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0410.gif,410,dumbbell single leg split squat,덤벨 싱글 레그 스플릿 스쾃,quads,대퇴사두근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0411.gif,411,dumbbell single leg squat,덤벨 싱글 레그 스쾃,glutes,둔근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0413.gif,413,dumbbell squat,덤벨 스쾃,glutes,둔근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/3560.gif,3560,dumbbell standing alternate hammer curl and press,덤벨 스탠딩 알터나이트 해머 컬 앤드 프레스,biceps,이두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0414.gif,414,dumbbell standing alternate overhead press,덤벨 스탠딩 알터나이트 오버헤드 프레스,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0415.gif,415,dumbbell standing alternate raise,덤벨 스탠딩 알터나이트 라이즈,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1739.gif,1739,dumbbell standing alternating tricep kickback,덤벨 스탠딩 알터나이팅 트라이셉 킥백,triceps,삼두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2143.gif,2143,dumbbell standing around world,덤벨 스탠딩 어라운드 월드,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1740.gif,1740,dumbbell standing bent over one arm triceps extension,덤벨 스탠딩 벤트 오버 원 암 트리셉스 익스텐션,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1741.gif,1741,dumbbell standing bent over two arm triceps extension,덤벨 스탠딩 벤트 오버 투 암 트리셉스 익스텐션,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0416.gif,416,dumbbell standing biceps curl,덤벨 스탠딩 비셉스 컬,biceps,이두근
lower legs,다리 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0417.gif,417,dumbbell standing calf raise,덤벨 스탠딩 칼프 라이즈,calves,종아리
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0418.gif,418,dumbbell standing concentration curl,덤벨 스탠딩 콘센트레이션 컬,biceps,이두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0419.gif,419,dumbbell standing front raise above head,덤벨 스탠딩 프런트 라이즈 어보브 헤드,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2321.gif,2321,dumbbell standing inner biceps curl v. 2,덤벨 스탠딩 이너 비셉스 컬 브이. 2,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0420.gif,420,dumbbell standing kickback,덤벨 스탠딩 킥백,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0421.gif,421,dumbbell standing one arm concentration curl,덤벨 스탠딩 원 암 콘센트레이션 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0422.gif,422,dumbbell standing one arm curl (over incline bench),덤벨 스탠딩 원 암 컬 (오버 인클라인 벤치),biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1680.gif,1680,dumbbell standing one arm curl over incline bench,덤벨 스탠딩 원 암 컬 오버 인클라인 벤치,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0423.gif,423,dumbbell standing one arm extension,덤벨 스탠딩 원 암 익스텐션,triceps,삼두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0424.gif,424,dumbbell standing one arm palm in press,덤벨 스탠딩 원 암 팜 인 프레스,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0425.gif,425,dumbbell standing one arm reverse curl,덤벨 스탠딩 원 암 리버스 컬,biceps,이두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0426.gif,426,dumbbell standing overhead press,덤벨 스탠딩 오버헤드 프레스,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0427.gif,427,dumbbell standing palms in press,덤벨 스탠딩 팜스 인 프레스,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0428.gif,428,dumbbell standing preacher curl,덤벨 스탠딩 프리처 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0429.gif,429,dumbbell standing reverse curl,덤벨 스탠딩 리버스 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0430.gif,430,dumbbell standing triceps extension,덤벨 스탠딩 트리셉스 익스텐션,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2293.gif,2293,dumbbell standing zottman preacher curl,덤벨 스탠딩 조트먼 프리처 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1684.gif,1684,dumbbell step up single leg balance with bicep curl,덤벨 스텝 업 싱글 레그 밸런스 위드 비셉 컬,biceps,이두근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0431.gif,431,dumbbell step-up,덤벨 스텝 업,glutes,둔근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2796.gif,2796,dumbbell step-up lunge,덤벨 스텝 업 런지,quads,대퇴사두근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2812.gif,2812,dumbbell step-up split squat,덤벨 스텝 업 스플릿 스쾃,quads,대퇴사두근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0432.gif,432,dumbbell stiff leg deadlift,덤벨 스티프 레그 데드리프트,glutes,둔근
chest,가슴,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0433.gif,433,dumbbell straight arm pullover,덤벨 스트레이트 암 풀오버,pectorals,가슴
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0434.gif,434,dumbbell straight leg deadlift,덤벨 스트레이트 레그 데드리프트,glutes,둔근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2808.gif,2808,dumbbell sumo pull through,덤벨 수모 풀 스루,glutes,둔근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2803.gif,2803,dumbbell supported squat,덤벨 서포트 스쾃,quads,대퇴사두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0436.gif,436,dumbbell tate press,덤벨 테이트 프레스,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1742.gif,1742,dumbbell tricep kickback with stork stance,덤벨 트라이셉 킥백 위드 스토크 스탠스,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1743.gif,1743,dumbbell twisting bench press,덤벨 트위스팅 벤치 프레스,triceps,삼두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0437.gif,437,dumbbell upright row,덤벨 업라이트 로,delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1765.gif,1765,dumbbell upright row (back pov),덤벨 업라이트 로 (백 포브이),delts,삼각근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0864.gif,864,dumbbell upright shoulder external rotation,덤벨 업라이트 숄더 엑스터널 로테이션,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/5201.gif,5201,dumbbell waiter biceps curl,덤벨 웨이터 비셉스 컬,biceps,이두근
shoulders,어깨,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0438.gif,438,dumbbell w-press,덤벨 더블유 프레스,delts,삼각근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/0439.gif,439,dumbbell zottman curl,덤벨 조트먼 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2294.gif,2294,dumbbell zottman preacher curl,덤벨 조트먼 프리처 컬,biceps,이두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2189.gif,2189,dumbbells seated triceps extension,덤벨스 시트 트리셉스 익스텐션,triceps,삼두근
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1167.gif,1167,dynamic chest stretch (male),다이너믹 체스트 스트레치 (메일),pectorals,가슴
upper arms,팔 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3287.gif,3287,elbow dips,엘보 디스와스,triceps,삼두근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1772.gif,1772,elbow lift - reverse push-up,엘보 리프트 리버스 푸시 업,upper back,등 상부
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0443.gif,443,elbow-to-knee,엘보 투 니키,abs,복근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3292.gif,3292,elevator,엘리베이터,upper back,등 상부
back,등,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1332.gif,1332,exercise ball alternating arm ups,엑서사이즈 볼 알터나이팅 암 업스,lats,광배
back,등,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1333.gif,1333,exercise ball back extension with arms extended,엑서사이즈 볼 백 익스텐션 위드 암스 익스텐데드,spine,척추
back,등,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1334.gif,1334,exercise ball back extension with hands behind head,엑서사이즈 볼 백 익스텐션 위드 핸즈 비하인드 헤드,spine,척추
back,등,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1335.gif,1335,exercise ball back extension with knees off ground,엑서사이즈 볼 백 익스텐션 위드 니스 오프 그라운드,spine,척추
back,등,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1336.gif,1336,exercise ball back extension with rotation,엑서사이즈 볼 백 익스텐션 위드 로테이션,spine,척추
upper arms,팔 상부,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1744.gif,1744,exercise ball dip,엑서사이즈 볼 디아프,triceps,삼두근
upper legs,다리 상부,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1559.gif,1559,exercise ball hip flexor stretch,엑서사이즈 볼 히프 플렉소 스트레치,glutes,둔근
back,등,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1338.gif,1338,exercise ball hug,엑서사이즈 볼 허그,spine,척추
back,등,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1339.gif,1339,exercise ball lat stretch,엑서사이즈 볼 랫 스트레치,lats,광배
back,등,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1341.gif,1341,exercise ball lower back stretch (pyramid),엑서사이즈 볼 로어 백 스트레치 (피라미드),lats,광배
back,등,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1342.gif,1342,exercise ball lying side lat stretch,엑서사이즈 볼 라잉 사이드 랫 스트레치,lats,광배
lower legs,다리 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1382.gif,1382,exercise ball on the wall calf raise,엑서사이즈 볼 온 더 월 칼프 라이즈,calves,종아리
lower legs,다리 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/3241.gif,3241,exercise ball on the wall calf raise (tennis ball between ankles),엑서사이즈 볼 온 더 월 칼프 라이즈 (테니스 볼 비트윈 앵클스),calves,종아리
lower legs,다리 하부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/3240.gif,3240,exercise ball on the wall calf raise (tennis ball between knees),엑서사이즈 볼 온 더 월 칼프 라이즈 (테니스 볼 비트윈 니스),calves,종아리
upper legs,다리 상부,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1416.gif,1416,exercise ball one leg prone lower body rotation,엑서사이즈 볼 원 레그 프론 로어 바디 로테이션,glutes,둔근
upper legs,다리 상부,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1417.gif,1417,exercise ball one legged diagonal kick hamstring curl,엑서사이즈 볼 원 레그게드 다이아고날 킥 햄스트링 컬,glutes,둔근
chest,가슴,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1296.gif,1296,exercise ball pike push up,엑서사이즈 볼 파이크 푸시 업,pectorals,가슴
back,등,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1343.gif,1343,exercise ball prone leg raise,엑서사이즈 볼 프론 레그 라이즈,spine,척추
upper legs,다리 상부,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1560.gif,1560,exercise ball seated hamstring stretch,엑서사이즈 볼 시트 햄스트링 스트레치,hamstrings,햄스트링
upper arms,팔 상부,stability ball,짐 볼,http://d205bpvrqc9yn1.cloudfront.net/1745.gif,1745,exercise ball seated triceps stretch,엑서사이즈 볼 시트 트리셉스 스트레치,triceps,삼두근
upper arms,팔 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/1746.gif,1746,exercise ball supine triceps extension,엑서사이즈 볼 수핀 트리셉스 익스텐션,triceps,삼두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/1747.gif,1747,ez bar french press on exercise ball,이지 바 프렌치 프레스 온 엑서사이즈 볼,triceps,삼두근
back,등,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/3010.gif,3010,ez bar lying bent arms pullover,이지 바 라잉 벤트 암스 풀오버,lats,광배
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/1748.gif,1748,ez bar lying close grip triceps extension behind head,이지 바 라잉 클로스 그립 트리셉스 익스텐션 비하인드 헤드,triceps,삼두근
back,등,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/1344.gif,1344,ez bar reverse grip bent over row,이지 바 리버스 그립 벤트 오버 로,upper back,등 상부
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/1682.gif,1682,ez bar seated close grip concentration curl,이지 바 시트 클로스 그립 콘센트레이션 컬,biceps,이두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/1749.gif,1749,ez bar standing french press,이지 바 스탠딩 프렌치 프레스,triceps,삼두근
shoulders,어깨,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/0445.gif,445,ez barbell anti gravity press,이지 바벨 앤티 그래비티 프레스,delts,삼각근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/1627.gif,1627,ez barbell close grip preacher curl,이지 바벨 클로스 그립 프리처 컬,biceps,이두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/0446.gif,446,ez barbell close-grip curl,이지 바벨 클로스 그립 컬,biceps,이두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/0447.gif,447,ez barbell curl,이지 바벨 컬,biceps,이두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/0448.gif,448,ez barbell decline close grip face press,이지 바벨 데클린 클로스 그립 페이스 프레스,triceps,삼두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/2186.gif,2186,ez barbell decline triceps extension,이지 바벨 데클린 트리셉스 익스텐션,triceps,삼두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/0449.gif,449,ez barbell incline triceps extension,이지 바벨 인클라인 트리셉스 익스텐션,triceps,삼두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/0450.gif,450,ez barbell jm bench press,이지 바벨 제이엠 벤치 프레스,triceps,삼두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/0451.gif,451,ez barbell reverse grip curl,이지 바벨 리버스 그립 컬,biceps,이두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/0452.gif,452,ez barbell reverse grip preacher curl,이지 바벨 리버스 그립 프리처 컬,biceps,이두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/1458.gif,1458,ez barbell seated curls,이지 바벨 시트 컬스,biceps,이두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/0453.gif,453,ez barbell seated triceps extension,이지 바벨 시트 트리셉스 익스텐션,triceps,삼두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/0454.gif,454,ez barbell spider curl,이지 바벨 스파이더 컬,biceps,이두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/1628.gif,1628,ez barbell spider curl,이지 바벨 스파이더 컬,biceps,이두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/2404.gif,2404,ez-bar biceps curl (with arm blaster),이지 바 비셉스 컬 (위드 암 블라스터),biceps,이두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/2432.gif,2432,ez-bar close-grip bench press,이지 바 클로스 그립 벤치 프레스,triceps,삼두근
upper arms,팔 상부,ez barbell,이지 바,http://d205bpvrqc9yn1.cloudfront.net/2741.gif,2741,ez-barbell standing wide grip biceps curl,이지 바벨 스탠딩 와이드 그립 비셉스 컬,biceps,이두근
upper legs,다리 상부,dumbbell,덤벨,http://d205bpvrqc9yn1.cloudfront.net/2133.gif,2133,farmers walk,파머스 워크,quads,대퇴사두근
lower arms,팔 하부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0455.gif,455,finger curls,핑거 컬스,forearms,팔뚝
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3303.gif,3303,flag,플래그,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0456.gif,456,flexion leg sit up (bent knee),플렉션 레그 시트 업 (벤트 니키),abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0457.gif,457,flexion leg sit up (straight arm),플렉션 레그 시트 업 (스트레이트 암),abs,복근
chest,가슴,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/0458.gif,458,floor fly (with barbell),플로어 플라이 (위드 바벨),pectorals,가슴
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0459.gif,459,flutter kicks,플러터 킥스,glutes,둔근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/1472.gif,1472,forward jump,포워드 점프,quads,대퇴사두근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3470.gif,3470,forward lunge (male),포워드 런지 (메일),glutes,둔근
upper legs,다리 상부,barbell,바벨,http://d205bpvrqc9yn1.cloudfront.net/3194.gif,3194,frankenstein squat,프랭켄스타인 스쾃,glutes,둔근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/2429.gif,2429,frog crunch,프로그 크런치,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3301.gif,3301,frog planche,프로그 플랜시,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3296.gif,3296,front lever,프런트 레버,abs,복근
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3295.gif,3295,front lever reps,프런트 레버 렙스,upper back,등 상부
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0464.gif,464,front plank with twist,프런트 플랑크 위드 트위스트,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3315.gif,3315,full maltese,풀 몰티즈,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3299.gif,3299,full planche,풀 플랜시,abs,복근
chest,가슴,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3327.gif,3327,full planche push-up,풀 플랜시 푸시 업,pectorals,가슴
back,등,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0466.gif,466,gironda sternum chin,지롱다 스테넘 친,lats,광배
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3561.gif,3561,glute bridge march,글루트 브리지 마치,glutes,둔근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3523.gif,3523,glute bridge two legs on bench (male),글루트 브리지 투 레그스 온 벤치 (메일),glutes,둔근
upper legs,다리 상부,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3193.gif,3193,glute-ham raise,글루트 햄 라이즈,hamstrings,햄스트링
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0467.gif,467,gorilla chin,고릴라 친,abs,복근
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/0469.gif,469,groin crunch,그로인 크런치,abs,복근
lower legs,다리 하부,sled machine,슬레드 머신,http://d205bpvrqc9yn1.cloudfront.net/1383.gif,1383,hack calf raise,해크 칼프 라이즈,calves,종아리
lower legs,다리 하부,sled machine,슬레드 머신,http://d205bpvrqc9yn1.cloudfront.net/1384.gif,1384,hack one leg calf raise,해크 원 레그 칼프 라이즈,calves,종아리
cardio,유산소,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3221.gif,3221,half knee bends (male),하프 니키 벤즈 (메일),cardiovascular system,심혈관계
waist,허리,body weight,체중,http://d205bpvrqc9yn1.cloudfront.net/3202.gif,3202,half sit-up (male),하프 시트 업 (메일),abs,복근
